,asin,overall,review
3658712,B00Y3VO332,5,Loved these for my classroom! Lovely colors
3658714,B00Y3VO332,5,Love the variety of colors and they work great! Five Stars
3658715,B00Y3VO332,5,Use them all the time for in house marketing and special events on a black wipe on/Off board. They perform as advertised Two day turn around product works well
3658716,B00Y3VO332,5,"We use them every day on our chalk billboard,great colors !!! great colors!"
3658717,B00Y3VO332,5,I am using these for the daily chore charts and the kids and i love the colors. Fun and easy
3658718,B00Y3VO332,5,The quality of these markers is amazing. Good quality.
3658719,B00Y3VO332,5,"Awesome product, I use them frequently and the bright vibrant colors are great Great"
3658720,B00Y3VO332,5,"We love these markers, they are used for our daily specials menu!! Great product!!"
3658721,B00Y3VO332,2,These are not good. The glue doesn't work at all. The others took 10-15 hard work to get going and my chalkboard drawings and lists are still choppy and ugly. So disappointed. Disappointing
3658722,B00Y3VO332,5,These are nice chalk markers. they get the job done. Five Stars
3658723,B00Y3VO332,5,They work great. Five Stars
3658725,B00Y3VO332,5,great for projects Five Stars
3658726,B00Y3VO332,5,Exactly what I was looking for at a fantastic price! I will shop again A+++ This are great!
3658727,B00Y3VO332,1,I had Blami chalk markers before and loved them so when mine ran out I bought this one which is a bigger pack with more colors. They work horrible. I followed instructions to get the ink flowing and it keeps pooling and not writing correctly. Blami knocked it out of the park before and I loved the ones I previously bought 2 years ago but this set is junk. No steady ink flow
3658730,B00Y3VO332,5,Their info and tips about the markers are very helpful! They work really well
3658731,B00Y3VO332,4,"The eraser is just like a Mr. Clean magic eraser, so it would scuff a shiny surface like your car's paint. The markers are nice though, although they are harder to remove than I expected. Basically they're good for glass, and disposable stuff. I wouldn't use them on an actual chalk board. The eraser is just like a Mr"
3658732,B00Y3VO332,5,"Best chalk markers I have come across! Vibrant colors, easy to use!"
3658733,B00Y3VO332,5,The item came as promised and on time. The colors are vibrant and easy to use. The instructions were helpful. I will be ordering more for my other business. The colors are vibrant and easy to use
3658734,B00Y3VO332,5,Works wonderful for my project. Five Stars
3658735,B00Y3VO332,4,Cool colors and they work well. Cool colors they work well.
3658736,B00Y3VO332,5,The product worked great! I bought them for a chalk board I was working on for my wedding. Good product
3658737,B00Y3VO332,5,"I purchased these 4 months ago to replace another set by Blusmart. The Blusmart ones lasted one use and then dried out the second time I wanted to use them. The colors of these markers are pretty vibrant and the markers have not dried out yet. So far they've easily washed off, and I've left the color on for a little over a month on a chalk board. The gold and silver give a warning that they may stain permanently. I have not tried either of those colors and do not know if that's true. Still Working After Months"
3658738,B00Y3VO332,4,"Shipping took longer than expected. Other than that, good product good product"
3658739,B00Y3VO332,5,These markers write like a pen making chalk board designs so much easier. Love them! Five Stars
3658740,B00Y3VO332,5,"Bright and inky, just as described. Though I had to really shake the markers hard to get the ink to the tip. Still, the end result is good. The eraser does its job, and i don't have a hard time erasing (i guess because the blackboard i have is really smooth and glossy). the end result is good. The eraser does its job"
3658741,B00Y3VO332,5,Beautiful colors !!! I loved them Five Stars
3658742,B00Y3VO332,5,My three year old niece loves these. Five Stars
3658743,B00Y3VO332,5,Great selection Love these!
3658745,B00Y3VO332,5,Super easy to use and fun colors for our chalkboard! Love them! Five Stars
3658746,B00Y3VO332,5,"Bold colors, great quality. My favorite brand of chalk markers. 10/10 would recommend"
3658748,B00Y3VO332,1,They run out very quickly. We've only had them for 1 week and 2 colors are empty! One Star
3658749,B00Y3VO332,2,"Product tends to come out too much, leaky and messy.  Have had other brands that work much better. Leaky/Messy"
3658750,B00Y3VO332,5,"The markers work very well and the company is very informative on how to properly use them.  There are extras included (stickers, extra tips) which is always helpful! The markers work very well and the company is very ..."
3658751,B00Y3VO332,5,Exactly what I was looking for!  No more dirty mess of chalk sticks. No more dirty mess of chalk sticks
3658752,B00Y3VO332,5,I've purchased a few brands of chalk markers for our menu board at work and these by far are the best. They have consistent color and last quite a while. And the price is great for the value you get!  I'll never buy another brand again. Long lasting consistent color. Great price. Perfect Chalk Marker.
3658753,B00Y3VO332,5,My grandchildren love them and they have had so much fun with them. They keep my storm door decorated very nicely. Thank you They are perfect
3658754,B00Y3VO332,5,Great quality! The colors were very vibrant and it wrote on smooth. Great Chalk pens
3658755,B00Y3VO332,5,Currently using for our summer chore chart. Easy to use and easy to wipe off. The little eraser it comes with works perfectly.  Colors are bright and eye catching. Too bad my kids still walk blindly by. Lol Bright colors!
3658757,B00Y3VO332,5,"Nice vibrant colors. A bit drippy if you use too much, but easy enough to clean off. Five Stars"
3658758,B00Y3VO332,4,"Ended up getting these for a buy one, get one free.  LOVE THEM!  Most of the colors are really vibrant and stand out very well.  The yellow and orange were a little watery and took some time to get them looking bright.  But they were a great value and would recommend. LOVE THEM! Most of the colors are really vibrant ..."
3658759,B00Y3VO332,5,Great color! Five Stars
3658760,B00Y3VO332,1,Difficult to write with and don't come off surface. One Star
3658761,B00Y3VO332,5,Awesome! And the silver really is semi-permanent Five Stars
3658762,B00Y3VO332,4,"If there was a way to change out tips on these, they would be perfect. They work great and don't smell. I was able to do a large board with plenty to spare. Easy to use!"
3658763,B00Y3VO332,5,"I used these to trace/outline letters I made for giant 5ft tall posters for a retirement party. The marker ""ink"" comes out like paint and they made everything I used it on look super crisp. LOVED the double sided tips.  They were very useful for the cursive writing on the poster and for having guests write a dedication on the posters for our retirees to take home at the end of the party. So far I have this set of markers for 3 events in the last month. The metallic markers( silver & Gold) are true metallics. They look great against dark colors like black and dark blue. You will be very satisfied with your purchase. Good price great product. The marker ""ink"" comes out like paint and they made everything I used it on ..."
3658764,B00Y3VO332,5,"Great product. Nice, crisp writing and solid colors! Five Stars"
3658765,B00Y3VO332,1,Terrible pens. They leak all over you and the chalk board. Do not buy. Terrible pens
3658766,B00Y3VO332,5,These are awesome! We have been using them since December and they work perfectly. They create bold fun colors and are easy to use on chalk boards or glass. These are awesome! We have been using them since December and ...
3658767,B00Y3VO332,1,This product ruined my chalkboards. It does not come off fully. I do not recommend this product This is a disappointing product
3658768,B00Y3VO332,5,Lots of brilliant colors. Very easy to use and no mess on your hands!! Five Stars
3658769,B00Y3VO332,4,"I love how easy the Brite colors are so pretty and easy to use. Amazing cute lables that come with them, my kids loved. And the eraser works wonders. Only about 2 colors were harder to erase but still came off with eraser. Love these so much. Beautiful colors and easy to use."
3658770,B00Y3VO332,1,"First of all, not all of the markers would write in the solid color it was suppose to. Like the orange was completely clear/ no color. Second of all, none of these markers are erasable or washable what so ever. It completely ruined my chalk boards and stickers I used them all. I would recommend no one to buy these at all! Horrible  Non-Erasable Chalk Markers"
3658771,B00Y3VO332,4,The colors are nicely pigmented and work well with my chalk boards. Four Stars
3658772,B00Y3VO332,5,perfect!! love that you have both chisel & pointed tip to choose from and all you have to do is flip the tip around. better than dry erase!!
3658773,B00Y3VO332,5,"These are the best chalkboard markers we've had yet. Very happy with them. We haven't tried the gold and silver though, as the box says those colors may be permanent. Great chalkboard markers"
3658774,B00Y3VO332,4,"Bright colors, good ink flow, quality nibs. Lids do not snap on well - come off when rolling around in a drawer. If you keep them upright in a pencil holder, theyll be fine. great markers, poor lids"
3658775,B00Y3VO332,5,I love these! Would definitely re-purchase again I think he future.  Just make sure to follow the instructions carefully on what to do before initial usage. Love these! Great Buy!
3658777,B00Y3VO332,5,Received a great price on these. They came with labels and an eraser. They work great! Extremely happy! Great deal great item
3658778,B00Y3VO332,5,Love them. They worked perfectly for what I needed them for. Five Stars
3658779,B00Y3VO332,2,"Worked ok at first and now the second time using, the tips are all dried out and messed up. Not very high quality for the price Worked ok at first and now the second time using ..."
3658780,B00Y3VO332,5,Plenty blank labels plus a chalkboard sheet to hang onto my fridge so I can list as need items while they're still on my mind and a chalk marker included. Great For Organization
3658781,B00Y3VO332,5,In love with these! Glad I can flip the tip and use which ever tip I need for any projects I do In love with these
3658782,B00Y3VO332,1,"The pen leaked and was dried out before it was delivered.  I haven't used the labels yet because I do not have anything to write on them with, so I can't say if they're a good product or not. Pen was dried out."
3658783,B00Y3VO332,2,They didn't seem to last as long as I had hoped. Two Stars
3658784,B00Y3VO332,5,So cute and so easy to use!  I love that I can reuse them and that I can pull them off one container and reapply to another. So cute and so easy to use
3658785,B00Y3VO332,4,So far so good. It does seem like it leaves a shadow when wiped off though. THe gold and silver are permanent. The box is pretty clear about that. So far so good. It does seem like it leaves a shadow ...
3658786,B00Y3VO332,4,Worked well. Just wish there were smaller tips that you could interchange for smaller writing. Colors are vibrant Nice!!
3658787,B00Y3VO332,4,Great! Four Stars
3658789,B00Y3VO332,4,We use these once a month for a chalkboard. They are a little hard to get started (the color flowing) but work well once they are started. Since I only use them about once a month I have to restart the color and press the top in every month. They are good quality colors. Good quality
3658790,B00Y3VO332,4,As advertised Four Stars
3658791,B00Y3VO332,5,Just as described! Five Stars
3658792,B00Y3VO332,5,Evereything perfect. Very nice product Five Stars
3658794,B00Y3VO332,5,"They work really well. I love that they have different tips for writing, but it can get messy changing them. And it even comes with the ""magic eraser"" sponge and some labels to use! They work great"
3658795,B00Y3VO332,5,These were great for the outdoor signs I would create to attract customer attention! Great colors and easy to use! These were great for the outdoor signs I would create to attract ...
3658796,B00Y3VO332,5,Great variety size pack Five Stars
3658797,B00Y3VO332,5,"Love these. The flat tip and chisel tip ends work great for different drawings. Does not wipe off easily. This is a good and bad thing. Good - does not get accidentally smeared. Bad- harder to clean off when changing the picture or list.
I still love them. Very bright and easy to use. Great value for this box set of colors."
3658798,B00Y3VO332,5,Perfect!! I used vinegar and water to wipe them off. I'm so glad I ordered these Five Stars
3658799,B00Y3VO332,5,I love these so much that I bought a second set for the chalkboards in my office Five Stars
3658800,B00Y3VO332,4,"I like these markers and the quality, MAKE SURE YOU READ THE FINE PRINT! The gold and silver markers are semi-permanent and I learned the hard way after using them and couldn't wash it off of a brand new chalk board (user error).  Every other marker is washable, just use caution on what you write on with the gold and silver ones! Great quality and the tip is not too thick and not too thin! I like these markers and the quality"
3658801,B00Y3VO332,5,Work vey well for jar labeling. Good chalk markers
3658802,B00Y3VO332,5,Love them!! Five Stars
3658803,B00Y3VO332,5,Hands down the best Chalk Dry Erase Markers I have EVER purchased. Even the the package arrived with one mark without the cap on there were no spills or accidents. The colors are vivid without running and/or streakiness. I waited too long to purchase thes. I am a Blami Arts fan! Hands down the best Chalk Dry Erase Markers I have EVER purchased
3658804,B00Y3VO332,4,"I like these markers and the array of colors. All of them easily wash off with a Magic Eraser, except for the silver and gold, which tend to leave behind some color and take multiple scrubbings to remove from my signs. I like these markers and the array of colors"
3658805,B00Y3VO332,1,Terrible. One Star
3658806,B00Y3VO332,5,"Love these!!! The straight edge makes them easy to use and easy to write with. Ive used chalk markers before, but these are way more impressive! :) AMAZING!!"
3658808,B00Y3VO332,5,"I love these! The included pen is a nice touch. I used these to label canisters when organizing my pantry. Mistakes are easily corrected by wiping with a slightly damp paper towel. Will be ordering again! Great quality, great price!"
3658809,B00Y3VO332,4,"Last a decent amount of time compared to other brands that Ive used. It does tend to leave some residue behind after wiping off, but a magic eraser takes it right off Last a decent amount of time compared to other brands ..."
3658810,B00Y3VO332,5,Use them for work to write specials & doodles on the board. they work great & have vibrant bright colors! Great!
3658811,B00Y3VO332,5,great value and super vibrant colors! i love them! Five Stars
3658812,B00Y3VO332,2,"Stickers are very cute, but the chalk pen does not work!!!! The only reason I bought the product was because its a combo of stickers and pen. Pen doesnt work"
3658813,B00Y3VO332,5,"Fantastic product with many great  uses. Honest warning about the colors, gold and silver, may be permanent on some items. Product information is easily explained with everything you need to know.  Awesome! Fantastic product with many great uses"
3658814,B00Y3VO332,5,So happy with this purchase! The colors show up bright and vibrant. Dries fairly quickly. Wipes off easily with a damp paper towel. Keep in mind these are for use on NON-POROUS products (unless you want it to be permanent). I've tried it on chalkboard as well as glass. Works great. Highly recommend! Bright and Vibrant!
3658815,B00Y3VO332,5,"They work great! So many colors and also comes with an eraser and extra tips. Easy set up, clean and use. Perfect! Very impressed! Best dry erase markers!!"
3658816,B00Y3VO332,5,"If I were you, I'd buy these chalk markers. No others will compete with these I promise! Excellent purchase!"
3658817,B00Y3VO332,5,Have used once.  I found them unsuitable for my purpose on black chalkboard even though it stated in description that these would be suitable.  I will use for something else in the future. Have used once. I found them unsuitable for my ...
3658818,B00Y3VO332,1,Dont write on black paper :( Not for black paper
3658819,B00Y3VO332,5,They work great. Five Stars
3658820,B00Y3VO332,5,These labels were perfect and easy to use. Perfect for organizing!
3658822,B00Y3VO332,5,good Five Stars
3658823,B00Y3VO332,1,"These are terrible chalk markers. Low quality, take forever to get the chalk flowing, and the tips split and break. I took a chance because they were cheap, but I wish I hadn't. Buy elsewhere."
3658825,B00Y3VO332,5,Love these pens for a chalkboard wall. They erase easily as well. Five Stars
3658826,B00Y3VO332,4,They work as expected. Four Stars
3658827,B00Y3VO332,5,The colors are bright and beautiful.  The markers are easy to get started and draw smoothly and consistently.  A great purchase! The colors are bright and beautiful. The markers are easy to get started and ...
3658828,B00Y3VO332,5,"I love these markers. They write really well. I love how many colors come in the box and they look so vibrant on the chalk board. I made my own wedding signs & they looked great! Only problem I had was that a couple of the markers were dry when I got them so I contacted the seller. They rectified the problem immediately. It made me like the product even more, knowing they stand behind their product. I will definitely buy this product again when I need more chalk markers. Love the markers!"
3658829,B00Y3VO332,2,It's been a hassle to remove from the chalk board. Not very impressed. Two Stars
3658831,B00Y3VO332,5,These are fantastic!  Really bold colors and easy to use. Bold beautiful colors
3658832,B00Y3VO332,5,Outstanding product and outstanding customer service. Very pleased and would definitely buy from this company again. Yes! 
3658833,B00Y3VO332,5,"
I Love the colors, how smooth they blend and are easily erased. They are brilliant and fully saturated with color pigments. It feel like you're working with color pastels. I believe they are great value for your money. Vibrant fully saturated colors"
3658835,B00Y3VO332,2,"Do not work on chalk bord paint, after two days you are screwed and leave marks on your bored. May be good for home use, but not for commercial. after two days you are screwed and leave marks on your bored. May be good for home use"
3658836,B00Y3VO332,5,Love these! Im using them on food storage containers and in my fridge. I love all the different style options too. Would buy again if I ever needed more labels! These are great and good quality
3658837,B00Y3VO332,5,Works great! Love the vibrant colors! Great chalk markers!
3658838,B00Y3VO332,5,I love them!!! My son and I are even able to write on the fridge and they wipe off with no stained mark. I definitely recommend this product!! They are awesome. They leave no stains
3658839,B00Y3VO332,5,Just as described Five Stars
3658840,B00Y3VO332,4,"Prompt delivery, good contact with seller, and the item is exactly as described. the only complaint I have is that one side of the box was ripped open, causing the built in marker holder to not function as it  should. good contact with seller"
3658841,B00Y3VO332,5,love these! great deal! i use them on rocks Five Stars
3658842,B00Y3VO332,1,These either leak and blow out everywhere or dry up super fast. Not a fan. ... either leak and blow out everywhere or dry up super fast. Not a fan
3658843,B00Y3VO332,5,Love It. Five Stars
3658844,B00Y3VO332,5,Perfect markers for our wedding signs! Five Stars
3658845,B00Y3VO332,5,Got these for my granddaughter.  She absolutely loved them.  Just ordered her two more sets. She absolutely loved them. Just ordered her two more sets
3658846,B00Y3VO332,5,These work great!  I highly recommend them. I wish they made a bigger set with more colors. Great deal!
3658847,B00Y3VO332,2,These markers will not come off my chalk board. I wrote on it and the next day tried to wipe it off with a wet rag and I was scrubbing and it would not come off. I tried windex and cleaning spray products and it still won't come off. Im going to have to throw the chalk board away. Super bummed. They looked cute on the chalk board. I just wish it would come off. Wont come off chalk board :(
3658848,B00Y3VO332,5,Good value. Company resolved issue immediately. Five Stars
3658849,B00Y3VO332,5,"Love these! It took a little bit for me to get the ink down to the tips at first - but they go on super smooth and erase easily with water. I also love that you can flip the tips around, to be pointed or chisel. Also comes with a few spares. I'm using them on a very smooth chalk board - not sure how they'd do on a more porous one... Works Great"
3658850,B00Y3VO332,5,these are great for craft project. I loved the price and the quality is amazing. I will repurchase these. these are great for craft project
3658851,B00Y3VO332,5,Perfect. It's exactly what we wanted. Five Stars
3658852,B00Y3VO332,5,"These have been so fun. I used these to write holiday greetings on my little chalkboard and my larger one that was easy to clean (with a magic eraser) but also didn't wipe away easy once dry.  Im hoping to try other colors next. Also I have used these with paper, plastic, metal and I have plans for a desktop surface i am painting right now. Thanks for the neat product Super fun, easy to use and the different sizes are versatile"
3658853,B00Y3VO332,5,The color variety was the best I found for the cost! Its my first time using chalk markers but they work great and erase just fine. Great variety!
3658854,B00Y3VO332,5,These are amazing. My wall isn't wxactly smooth and I bought a chalkboard calendar and they wrote so smooth. Just a pain to get the ink to the tips to start off and if they're up longer than 2 hours you gotta scrub to get them off it says warm water I used rubbing alcohol and it take it right off AMAZING WOULD BUY AGAIN
3658855,B00Y3VO332,5,"I love this product. These chalk pens work very well, write smoothly and are very vibrant in color, would purchase again! When you have a special message"
3658856,B00Y3VO332,5,These are super cool. I now use them to leave love messages on the bathroom mirror and play with the kids in the shower on the glass panes. And it comes with extra points if one gets messed up. And it is very easy to wipe out. Win/Win Great to leave messages on glass and stainless steel surfaces.
3658857,B00Y3VO332,5,Thank you just what I needed. Five Stars
3658859,B00Y3VO332,5,Very cute can't wait to use for my wedding! Great buy
3658860,B00Y3VO332,5,Easy to use and great color. I love the gold and silver. Great quality and color
3658861,B00Y3VO332,5,Great markers Five Stars
3658862,B00Y3VO332,4,"We enjoy these, but the only problem was the orange one doesn't work well. It is more like a see through orange . . . no matter how many times you shake it. Bummer. I hope there is another brand that works better. Any suggestions? Sort of love these"
3658863,B00Y3VO332,5,great product.  works well.  granddaughter loved helping me Five Stars
3658864,B00Y3VO332,1,"Pros - Fun to work with, looks great!
Cons - DIsappointing in that it stains the chalkboard. No long-term gains"
3658865,B00Y3VO332,2,"Labels are good quality and pen works well; however, the labels only stick to completely flat surfaces.  Will not adhere to any surface that has a curve or edge, disappointing. Labels are good quality and pen works well"
3658866,B00Y3VO332,5,"These are wonderful and so easy to use, we use them all the time. Easyto use"
3658867,B00Y3VO332,5,"Super easy to use, wonderful color and easy to erase. Amazing"
3658868,B00Y3VO332,5,Awesome markers! They didn't take long to get the ink to the top. Will buy more for sure Five Stars
3658869,B00Y3VO332,5,Love these chalk markers!  Smooth flow writing and they erase really well with the eraser provided. Love these!
3658872,B00Y3VO332,5,So vivid and concise! Five Stars
3658873,B00Y3VO332,5,Will buy again! Five Stars
3658874,B00Y3VO332,5,"I love these chalk markers so much! I painted this canvas with chalk paint and decorated it with these markers. They are easy to use, vivid and my new fave art supplies. I love these chalk markers so much"
3658875,B00Y3VO332,5,The colors are vibrant and the pens are durable. Great price and comes with a free magic eraser. Great price and comes with a free magic eraser
3658876,B00Y3VO332,2,Not very smooth Two Stars
3658877,B00Y3VO332,5,I love using these to create cute little notes on my chalkboard at work. Makes very cute designs. Try youtube videos if you are just starting to use these
3658878,B00Y3VO332,1,"They don't work. It feels like there's no chalk inside. I've shaken, pressed and held way longer than necessary, and I'm still unable to get enough (or any) chalk out to write something. Very disappointing. I bought these for my nieces to create us chalk art while we went on vacation, and now I missed the return window. Make sue all your pens work right away, so you can return them if defective.

I might have received a defective product, but I'm not paying for another to find out. If the seller opts to replace the defective product, I'll be happy to revise my review. THEY DON'T WORK"
3658879,B00Y3VO332,1,Received these yesterday and two of the four are dried out and don't work. Poor quality
