,asin,overall,review
3921503,B016XTRBIU,5,Works great! Ink works great
3921504,B016XTRBIU,5,Great price and works find. Great price
3921505,B016XTRBIU,5,"Received and installed today 8/12/2018. Printer had a difficult time recogning the cartridges, but a power cycle seemed to do the trick. No messy ink when I installed. No splotches on the page.  Printed a test page and all looks good. Will post an update if anything changes, but I am excited about this cheaper solution.
Update: printed about 10 pages without issue.  Mix of photos and clipart. Looks just as good as HP ink. So far so good"
3921506,B016XTRBIU,5,Received on time and as described. No complaints!
3921508,B016XTRBIU,1,Killed my perfectly good HP printer. Tried to save a couple bucks and ended costing me a printer. Not recommended! Killed my HP printer.
3921509,B016XTRBIU,5,100% functional at low price Excelent
3921510,B016XTRBIU,2,Some of the colors worked but everything that was supposed to be printed in gray came out yellow.  I had to throw them away and go and buy the regular expensive ones instead. Colors off
3921511,B016XTRBIU,5,"My printer wants to remind me that these are not Real HP cartridges, but, they really are great! A real bargain!"
3921512,B016XTRBIU,5,Everything  fit well and no leaks  excellent Very pleased
3921513,B016XTRBIU,5,Color rendering is excellent. The prices for the ink cartridges cant be beat! Im 100% satisfied. Theres no difference in the quality of this ink compared to HP ink.
3921514,B016XTRBIU,5,"I used to buy an HP brand of cartridges all the time, wasted money - until I found MIROO replacements. Came in a very nice package, and they were easy to install but whats best is that I have not noticed any change in printing - the quality and colors are great and for a fraction of the cost of HP cartridges! Very happy with my purchase and will buy again. Thank you! No need to buy HP brand anymore!"
3921515,B016XTRBIU,5,"Shake the cartridges well before installing.  Open with gloves on inside a bag just incase they splatter.  The black one did a little.  Colors look fine when printing.  Installed them almost 2 months ago and continue to function as they should.  I cleaned the printhead before installing since it had been a long time since using the printer.  Great deal for the price, was happy that they worked out, at that price, really had nothing to lose. No problems as of yet."
3921516,B016XTRBIU,5,I liked the quality and the price very much. Quality is just as good as the ones you buy in the store for 3 times as much money.
3921517,B016XTRBIU,4,Used on HP printer and they work just fine for every day use. Good substitute for expensive HP cartriges
3921518,B016XTRBIU,4,"I ordered several ink cartridges from this seller, and one of the black cartridges did not work correctly.  Most of the printout was smudged.  I contacted the seller, and after they had me first try to clean the print head, they quickly sent me a replacement.  So while I was not happy initially when it didn't work, I was satisfied at how quickly they sent a replacement that works fine. Replacement sent quickly for defective black cartridge"
3921519,B016XTRBIU,5,"Works great, no issues, happy with the product. Works Great"
3921521,B016XTRBIU,5,Best price point and ease of purchase through Amazon.  Very satisfied with product.  Will continue to use . Five Stars
3921522,B016XTRBIU,5,Excellent product and very inexpensive Inexpensive Inkjet
3921523,B016XTRBIU,5,"My HP officejet 6500 had no problem with this product. It recognized that it was not HP but I asked for a print and the first time it was a little blurry, 2nd one was fine. Works for me!"
3921524,B016XTRBIU,5,Such an incredible Value. Five Stars
3921525,B016XTRBIU,5,"So far, so good.  Installed the magenta cartridge a couple of days ago, and it produces very nice color.  Product arrived on time and in good shape. So far, so good.  No problems, nice color."
3921526,B016XTRBIU,5,i'm happy with my purchase Five Stars
3921527,B016XTRBIU,5,works just fine Five Stars
3921529,B016XTRBIU,5,Works great in my printer. Worked great!
3921530,B016XTRBIU,4,Will Purchas item again Four Stars
3921531,B016XTRBIU,5,Works in HP printers for a fraction of the cost Five Stars
3921532,B016XTRBIU,5,Good replacement cartridges that work with zero problems.  Bought these twice and will buy again. Value for money.  Zero problems.
3921533,B016XTRBIU,5,Excellent replacement cartridge for HP920 Five Stars
3921534,B016XTRBIU,1,"I put the new cartridges into my printer, my printer keeps saying cartridges need to be replaced. Is there something I can do to make them work or just waste my money? Not working"
3921535,B016XTRBIU,5,"Works as intended, came packaged very nicely. Great product"
3921536,B016XTRBIU,2,"quality,  didn't last 3 weeks Two Stars"
3921537,B016XTRBIU,4,The price is right and delivery was prompt. Four Stars
3921538,B016XTRBIU,5,Works perfectly on my HP 6500.  Great quality print. Saved 85% on printer ink costs versus OEM. Great quality print
3921540,B016XTRBIU,5,"I highly recommend MIROO Cartridges! I contacted the seller and the customer service was fabulous; the minor problem I originally had was fixed so quickly. The ink cartridges work great - completely compatible at a fraction of the price. I will buy all of my cartridges from them - and I will enjoy my printer more knowing that everytime someone prints, it's not costing me a fortune! Highly Recommend!"
3921541,B016XTRBIU,5,work great! Five Stars
3921542,B016XTRBIU,5,It works fine.  Thank you! Five Stars
3921543,B016XTRBIU,5,Very happy with quality and price. Five Stars
3921544,B016XTRBIU,4,My printer takes the 920XL ink and it works great on my Officejet 6500a Printer. Four Stars
3921545,B016XTRBIU,5,Works great. Will order again. Good product
3921546,B016XTRBIU,1,"Ink came, inside the box ink had leaked all over the inside.  What a mess, yuck! One Star"
3921547,B016XTRBIU,5,"Within 6 months, these dried up and would no longer print.  They are sponge based, so the usual methods of freeing up the dried ink with warm water will not work.  You have to use a syringe to inject 3 ml of water into the chamber.  The great news is: the seller agreed to refund my purchase. Dry Up Quicker Than A Sponge in Death Valley"
3921548,B016XTRBIU,5,"Amazed to find these really work and work well!  I did have a little trouble with the cyan, but after wiping with alcohol as recommended it worked fine. Amazed to find these really work and work well"
3921549,B016XTRBIU,5,The price of this was so good that I hesitated to buy it.  Worked great on my printer.  My HP did notice it was not there brand.  I plan on buying it again! The price of this was so good that I hesitated to buy it
3921550,B016XTRBIU,5,Had no challenges at all.  The product did not leak or have in breaks.  Will order again when I get low on ink Had no challenges at all. The product did not ...
3921552,B016XTRBIU,1,Did not work at all with my hp6500aplus Did not work
3921553,B016XTRBIU,5,Very affordable. Worked just fine on my printer.
3921554,B016XTRBIU,5,"Excellent product, Great after market ink..."
3921555,B016XTRBIU,5,Works great with HP printer.  Thanks! Cartridges work with HP printer
3921556,B016XTRBIU,5,Great product for a fraction of the price!!! Worked great in my HP printer!!! Will definitely order again!! Great price!!
3921557,B016XTRBIU,5,"It worked as expected, no problems installing the ink. Print without ink smearing on pages. Same experience as buying a brand name but saves a lot of money. Happy Customer"
3921558,B016XTRBIU,5,Great price! As good OEM.  This is my 2nd order and they work fine in my HP. Five Stars
3921559,B016XTRBIU,5,Some of the color arnt true Ink
3921560,B016XTRBIU,5,"Work Great in my HP 7000, but a lot less expensive. Works like OEM"
3921561,B016XTRBIU,4,"Fit well, booted well-boot on the cartridge was a little difficult to remove off contact area. Once figured out how not to break it, was easy Works well"
3921562,B016XTRBIU,4,"Worked amazing, but beware my hp printer knew it wasn't a hp product. A single ml please override and it printed perfectly. Will definitely buy again Worth every saving penny"
3921563,B016XTRBIU,4,Love the price on these and the color is identical to Hp cartridges. The only problem is I have to clean my printhead a lot. Seems like there's a lot of ink on the head all the time They work!
3921564,B016XTRBIU,5,Good product with less price Good product
3921565,B016XTRBIU,5,High quality print cartridges for a fraction of the OEM price. Great Customer Service
3921566,B016XTRBIU,5,Very good price and good material Very good materials
3921567,B016XTRBIU,5,Incredible ink. Lasts and works great. Best of all the price. A must buy!
3921568,B016XTRBIU,1,"Ive had luck with this brand before, however this batch doesnt work. First, they sent two cyans and no magenta. Second, prior to putting these ink cartridges into my printer, I was able to print (albeit somewhat faint). With the new cartridges, I only get ink cartridges are empty error message. Cant print. Try other vendor."
3921569,B016XTRBIU,5,Work well Five Stars
3921570,B016XTRBIU,5,"Received MIROO Replacement for HP 920 XL Ink Cartridge set of all colors+black. Set them upside down for three hours prior to install. Installed them carefully, clearing out the ""non-genuine"" message that popped up on the printer afterwards.

Have since printed 50+ pages, all seem identical in quality to OEM HP ink, at about  the price.

No mess or exploding ink or whatever I read from some of the lower rated reviews. (I'm not stating that those instances can't happen but it wasn't my experience.)

At the present moment I'm very satisfied. I'd say for $11 this is a great value, especially considering that the full set of HP genuine carts is almost $100 for the XL size. I've also read that the cost of production of most ink carts is around $0.50, even for HP, so I'm not feeling too sorry for HP losing my business to what I clearly believe is a adequate and cost effective replacement. ) At the present moment I'm very satisfied. I'd say for $11 this is a great ..."
3921571,B016XTRBIU,5,This product worked great on my HP office jet printer... I had no problems installing it. Thanks Aligned very well with printer
3921572,B016XTRBIU,5,Great Purchase came on time and matched up with printer outstanding even though it was not original product Five Stars
3921573,B016XTRBIU,4,"I have revised my review, the problem I had was not the fault of the cartridge and was in fact a damaged printhead. Prints fine, as expected."
3921574,B016XTRBIU,1,Printing was very blotchy and streaked - returned them immediately. One Star
3921575,B016XTRBIU,4,Great price and work perfectly in my HP all in one. Excellent deal for black ink in my HP all in one.
3921576,B016XTRBIU,5,The cartridges come in perfect shape. Very easy to open and installed quickly. Not one drop of ink on me! Best Ink Refills Ever!
3921577,B016XTRBIU,5,Perfect for my HP6500A Plus!! Excellent cartridges
3921578,B016XTRBIU,5,The ink worked perfect with our printer! So much cheaper than buying at Walmart! :) Great savings!
3921579,B016XTRBIU,5,The cartridges prints great.  The only thing is not the original but it does the job.  I will recommend it to everyone. The cartridges prints great. The only thing is not the original but ...
3921580,B016XTRBIU,5,Great product. No mess and long lasting. Will order again! Great product
3921581,B016XTRBIU,4,"Great product, no mess print great. Would order again.  Price is excellent Four Stars"
3921582,B016XTRBIU,5,"Great product worked as described, great value! Five Stars"
3921583,B016XTRBIU,5,Good item excellent price Five Stars
3921584,B016XTRBIU,5,Great Five Stars
3921585,B016XTRBIU,2,"I tried this because it was such a deal. So much of a deal, in fact, that when I put it in my printer, the printer says that the cartridges are damaged, or refuses to recognize them, and will not print. I wish I hadn't waited so long to try them out, or I would return them since I can't use them, and now that my HP ink is depleted, I am stuck with these lemons. LEMONS"
3921586,B016XTRBIU,5,"This is AWESOME! Worked perfect with our printer, no problems at all. Printed a ton of copies! Even purchased it a second time! Cant beat the price. Def. recommend! Spectacular!"
3921587,B016XTRBIU,5,Works perfectly Five Stars
3921588,B016XTRBIU,1,"The black would not print dark AT ALL, even after I cleaned my printer head and all the other tricks. They were streaky upon printing as well. Stick with the HP brand. Save yourself wasting this money. Does Not Work Well. Don't Buy."
3921589,B016XTRBIU,5,Works great.  No issues. Five Stars
3921590,B016XTRBIU,4,"This ""off brand""  printer ink worked just fine.  The last time when I purchased these and pulled the tab to open the cartridge prior to inserting, the ink leaked out.  This time I was ready with a paper towel.  Once in the printer the cartridge performs well. Ink May Leak When Inserting"
3921591,B016XTRBIU,5,I had no problem. Works great. Will order again. Works great. Will order again
3921592,B016XTRBIU,5,"Good fit,  print quantity good... no complaints, will buy again. Great value"
3921593,B016XTRBIU,4,good quality Four Stars
3921594,B016XTRBIU,5,So far working great. I was worried at first because this product is so reasonable I didn't think it would work. I have been very satisfied with this product. Works GREAT~
3921595,B016XTRBIU,5,No problem at all with this ink! I'm a spa business owner and it's saving me at least $50 Five Stars
3921596,B016XTRBIU,5,The cartridges fit like the original.  Haven't had any issues with the quality. Like OEM
3921597,B016XTRBIU,5,Fast delivery and easy installation. Getting quality ink for reasonable price
3921598,B016XTRBIU,5,Great price! Thanks so much!! :) Five Stars
3921599,B016XTRBIU,5,I had always purchased HP print cartridges for my HP All in one printer but purchased Miroo earlier this year to try them out. They worked great so just purchased them again and are a lot less expensive then the HP 920 replacements. MIROO HP 920 Replacement Print Cartridges Work Great
3921600,B016XTRBIU,1,Did not work with my printer. Spent about an hour trying to get these cartridges to work. I ordered cartridges from a different seller I used in the past and everything is back to normal Not all replacement inks are equal.
3921601,B016XTRBIU,5,"Quick service,top quality product, great price, excellent customer interface. Extreemly happy customer here, they have my highest recomendation. great price, excellent customer interface"
3921602,B016XTRBIU,1,"My printer couldn't recognized the cartridge.
It mess up my printer head. I won't ordered anymore. One Star"
3921603,B016XTRBIU,5,MIROO Replacement ink (HP 920 XL) works perfectly. Five Stars
3921604,B016XTRBIU,5,Performs as good or better than original HP Great Cartridges
3921605,B016XTRBIU,5,"Great price, good quality. Five Stars"
3921606,B016XTRBIU,5,"Just made my second order of these cartridges, work great!

 Had a cartridge fail, contacted the seller through Amazon and new one being sent.  Fortunately, I had an extra set of ink. So good, I placed a second order for them."
3921607,B016XTRBIU,5,Perfect! It definitely fits my HP 6500a printer. I have used it for one month with no problem appearing. Very nice choice! Perfect! It definitely fits my HP 6500a printer
3921608,B016XTRBIU,5,"Great product, works perfectly on the HP Printer at a fraction of the price, highly recommended. Works Perfectly at a fraction of the price..."
3921609,B016XTRBIU,1,I just bought this and installed. I only printed 2 pages. A very short poem. Maybe 5 lines. Black is empty. Had to buy a new cartilage. Not happy. Don't buy. 2 pages 5 lines. Black cartilage is empty!!
3921610,B016XTRBIU,1,Seem to be a great value/ NOT...Black ink made splocthes on on few papers at first then seem to work fine. Tried to print last week and was out of black already??? got a flashlight and looked inside of printer..it is wet with black ink Seem to be a great value.
3921611,B016XTRBIU,5,Cartridges work great in my HP Officejet 6500. Five Stars
3921612,B016XTRBIU,5,Works just fine and seems to outlast other ink cartridges I have used. Five Stars
3921613,B016XTRBIU,5,thank you Five Stars
3921614,B016XTRBIU,5,This ink works great! Five Stars
3921615,B016XTRBIU,2,The color ink worked but the black cartridge doesn't work Two Stars
3921616,B016XTRBIU,1,"Terrible quality.  It is creating a gooey ink mess.  None of my prints are coming out clear.  I think I will now have to replace my printhead.

Update here.  The company is offering me a refund, but only if I delete my review.  This ink is junk and has ruined my printer.  I will happily accept the refund on the substandard product, but I will NOT deceive other costumers into purchasing it! You get what you pay for."
3921617,B016XTRBIU,5,"This is a great product, very good quality, fast delivery, very happy with purchase, will definitely order again. Five Stars"
3921618,B016XTRBIU,5,"These work very well for the printing I do. The only problem is the annoying messages from the printer about non-HP product.
The savings are worth it. They work well, and are less expensive than HP cartridges"
3921619,B016XTRBIU,5,"It works great, I think the cartridges last longer than the HP cartridges. Five Stars"
3921620,B016XTRBIU,4,Fits works well would order again nice pice price too Four Stars
3921621,B016XTRBIU,5,Inks worked on the printer. Great price. Great price.
3921622,B016XTRBIU,5,"Got 4 cartridges that normally cost almost the same as buying a new printer for 1/4 of the cost! Wasnt sure if it was legit but tried it and am so happy I did! Works just as well as regular ink. I printed pictures too, came out great! I will be using them from now on:) Great ink/great price"
3921623,B016XTRBIU,1,No stars!!!!! Printer is stating the ink cartridges are not compatible. One Star
3921624,B016XTRBIU,5,Great product great service Five Stars
3921626,B016XTRBIU,5,Awesome ink as an awesome price.  Thank so much!!! No run off and the colors are perfect. Works great!
3921627,B016XTRBIU,5,Great value for the price. Easy to install and works well. Will see how long they last They actually work very well. Good quality
3921628,B016XTRBIU,5,Worked as promised and way better than buying HP ones It works !
3921629,B016XTRBIU,5,I bought these cartridges for my HP 6500and they work great. No problems yet and hope I never do. Highly recommended. ... bought these cartridges for my HP 6500and they work great. No problems yet and hope I never do
3921630,B016XTRBIU,4,Worked for me Worked for me
3921631,B016XTRBIU,5,Great deal for the price! Five Stars
3921632,B016XTRBIU,1,The ink leaked after 2 weeks. Really bad quality. Really bad quality.
3921633,B016XTRBIU,4,"as good as any i have used,I will buy them again. Four Stars"
3921634,B016XTRBIU,5,"Not OEM hp cartridges but still good. I haven't printed much on these since they are for my secondary printer, but what i have done has been good. No issues with bleadover or streaking that I've seen. The one down side I have seen so far is that the printer complains that it's a non hp cartridge which is ok with me and actually not a surprise. Good set, works well and has the standard non-hp error message."
3921635,B016XTRBIU,5,"I just installed the ink cartridges last week and love how they fit perfectly into my HP printer. The only issue I had was getting ink on my fingers and hands while inserting them, and that was most likely my trying to hurry. I was almost out the door to work when I decided to do this. Love the quality of the ink. I just installed the ink cartridges last week and love how they fit perfectly into my HP printer"
3921636,B016XTRBIU,5,Very satisfied! Five Stars
3921637,B016XTRBIU,5,"Product works as specified. Company provided instruction on how to install and bypass the ""not original product"" message. Five Stars"
3921638,B016XTRBIU,5,So far working good my HP 6500 accepted them and is allowing printing with them quality is fine Five Stars
3921639,B016XTRBIU,2,yellow cartridge is defective.  others ok. Two Stars
3921640,B016XTRBIU,4,Service was great. Shipping time was great. Product  would not work because HP printer kicks out an error saying it is not a HP ink cartridge Will not work on some HP printers
3921641,B016XTRBIU,5,"Cartridges are working well, no issues. Five Stars"
3921642,B016XTRBIU,5,It works great  Five Stars
3921643,B016XTRBIU,1,The Black cartridge did not work in my printer so iy is worthless :( One Star
3921644,B016XTRBIU,5,Great Stuff Great Customer Service
3921645,B016XTRBIU,4,"The colored ink works fine. The black doesnt work right. Seems to be printing black but very light, almost looks gray/blue. Not sure how to send back just the black? Almost perfect!"
3921646,B016XTRBIU,4,Good product and value for the price. Would order again! Four Stars
3921647,B016XTRBIU,4,Used only the black ink cartridge so far and had no problems. Worked fine for my text/draft paper work. Alternate HP Printer ink cartridges
3921648,B016XTRBIU,1,Not happy with the Black ink as both were empty within 24 hours of each other after only 32 sheets printed between both carterages. Went back to HP! Not good at all!
3921649,B016XTRBIU,5,Great price and works fine! Five Stars
3921650,B016XTRBIU,5,I ordered replacement cartridges for my printer from Miroo.  I am very happy with the quality of the product and specially the price.  Highly recommended. I am very happy with the quality of the product and specially the ...
3921651,B016XTRBIU,4,Good price. Keep getting message on printer about cartridges not authentic. Four Stars
3921652,B016XTRBIU,5,"When first installed the printer states that the cartridge is defective or broken.  When looking at the troubleshooting page... it suggests turning off the printer and restarting it.... WORKS  !  Prints like a charm, for the price it really lasts long too.... Prints like a charm"
3921653,B016XTRBIU,4,"I'm writing this first, even though it is the last update, 8/14/2018.  The seller sent me a complete set of replacement cartridges.  The cartridges appear the same as the first MIROO cartridges and also appear the same as a competitors generic cartridges.  I believe that many if not all of the generic cheap clone cartridges may originate from the same manufacturing plant in China.  I just ran another print diagnostic and all is good.  As a result I have increased the number of stars to 4.

I've got an HP Officejet 7000.  I've had it for some time and don't use it that much.  It costs a fortune to buy official OEM HP ink cartridges.  A full set of HP ink cartridges is about $100.  These cost just over $11.  At this price, it's unreasonable to expect the exact same quality as genuine HP cartridges.  The cartridges seem properly constructed.  I put in the magenta cartridge and ran a number of diagnostics.  Initially it worked okay.  On 6/15/2018, I found that the cartridge smeared ink.  I replaced it with another brand.  My initial rating was 2 stars.

On 8/2/2018, I installed the yellow cartridge.  The yellow is still working fine.  Because the yellow is working, it could be that the magenta was a not typical.  I raised the number of stars to 3 as a result, because 1/2 of the tested cartridges worked and the low price. Yellow is fine, 1st cartridge failed, MIROO sent replacements, more to test"
3921654,B016XTRBIU,5,Great product great price. Thank you Five Stars
3921655,B016XTRBIU,1,Will not work on hp false advertising imo Useless
3921656,B016XTRBIU,5,Works great Five Stars
3921657,B016XTRBIU,1,This ink smears when printing. Printed products are not good quality and cannot be used for professional purposes. Printed products are not good quality and cannot be used for professional purposes
3921658,B016XTRBIU,1,We haven't been able to get the cartridges to work in our printer. Cartridge is properly installed. But does not print. We haven't been able to get the cartridges to work ...
3921659,B016XTRBIU,4,"Im glad you asked for review, this product looked very nice however my printer wouldnt work. Four Stars"
3921660,B016XTRBIU,5,"Perfect fit, great color, fast shipping, nothing negative to say! Perfect fit"
3921661,B016XTRBIU,1,Never worked One Star
3921662,B016XTRBIU,5,Be careful. The printer knows. Somehow the printer will tell you you are putting in non hp ink but will still work with it. I recommend switching all at the same time if possible. Best ink ever. Never buying hp ink again.
3921663,B016XTRBIU,5,"I have been buying these cartridges for over 2 years now. They work as well as the OEM cartridges and even report when they are low/out of ink. You will still get the warning that they are not Genuine HP ink cartridges, but it is a minor inconvenience at best.

My wife is a teacher and often has to print materials at home when the copiers/printers at school are down (or the budget doesn't allow them supplies). The colors always look true and with our large format printer we have printed poster size educational materials without trouble from these cartridges. They really work and even report ink levels!"
3921664,B016XTRBIU,5,"Fast service, works great, good price works great, good"
3921665,B016XTRBIU,5,"Although the printer reports non-Original HP Ink, these cartridges work great!!! these cartridges work great!!"
3921666,B016XTRBIU,5,"Currently using the 3 color and one of the black cartridges since first week of March 2018. Absolutely fine. No problems. Yes, XL size.

What do I like best? THE PRICE as well as the performance.

I normally bought the HP cartridges from Sams store. Three colors and 2 black cost me $127.29 plus $8.91 tax. Compared to $14.77 from Miroo. delivered in two days via Prime, no shipping cost. That's a savings of $121.43. That alone pays for 8.8 months of my Prime membership!!!!!

My only disappointment is that Miroo does not carry cartridges for my very old HP 1210 printer. Absolutely fine. No problems"
3921667,B016XTRBIU,4,"So far, so good, not really fair to rate these cartridges until I have used them up. Obviously how long they last is of utmost importance. I can only say that they are working perfectly so far, but I have only printed very few documents and pictures. I will try to update my review after having had more experience with the product. So far, so good, more time needed to give an honest assessment"
3921668,B016XTRBIU,1,I did not work. Had to take them out & install HP cartridges. Total waste of my money Total waste of my money
3921669,B016XTRBIU,4,"So far, so good...No leaks...Yet... so good.."
3921670,B016XTRBIU,4,Initially my HP did not see black cartridge. So I sanded contacts once and it helped. So far so good. No more issues. So far so good. No more issues
3921671,B016XTRBIU,1,DIdn't work with my HP printer at all. It rejected it as fake. Doesn't work
3921672,B016XTRBIU,5,"I've been very happy with the quality of these replacement cartridges. They have worked perfectly and the price is great. I have absolutely no complaints and will definitely order more in the future. I've had issues in the past with non-HP cartridges leaking ink, but these appear to be high quality and so far have lasted longer than HP cartridges. Good value and performance"
3921673,B016XTRBIU,5,"My printer died the day before I received the HP 920 ink, and of course my new printer uses a different style cartridge.
I'm now looking for someone to inherit the HP 920 ink at no charge...Sorry...Very sorry... My printer died the day before I received the HP ..."
3921674,B016XTRBIU,5,Worked perfectly for my older printer.  Way cheaper then buying HP brand.  Save yourself some cash. Cheaper and works fine.
3921675,B016XTRBIU,4,"Wanted to quash any fears of purchasing this product.
Admitting I took a chance as this is a non-OEM product so I read as many of the reviews as possible and did see some buyers had issues. And I do understand some of my friends can get in over their head with the simplest of tasks like maintaining a clean print head. But I am here to tell you; this product is a perfect fit with complete functionality and quality. I would recommend this lesser in price, (65% less), alternative. Maybe HP will get the memo to be more competitive with ink and toner. I WILL buy this product again!

Tim Wanted to quash any fears of purchasing this product. April 2018"
3921676,B016XTRBIU,5,Great product fast shipping Five Stars
3921677,B016XTRBIU,5,So far the ink cartridges are working just fine in my HP printer. Pleased with my purchase. Five Stars
3921678,B016XTRBIU,5,Excellent match to HP 6500 office jet printer. Five Stars
3921679,B016XTRBIU,5,Cartridges are performing just great. Price is awesome!! Five Stars
3921680,B016XTRBIU,5,Saves this family quite a bit of money. Five Stars
3921681,B016XTRBIU,4,works well with the printer Four Stars
3921682,B016XTRBIU,5,"black ink leaked and ruined my printer. Do not recommend.

UPDATE: Seller has sent a replacement and it could have gone bad in logistics. Loved their prompt customer service. Do not recommend."
3921683,B016XTRBIU,1,"Although these cartridges perfectly fit in my printer, when I ran the test page, it continued to be blank as if these cartridges were empty. As a result, I had to return them and go to Walmart (which I passionately dislike) to purchase. I do not recommend these at all. Stick to the HP cartridges Stick to the HP cartridges"
3921685,B016XTRBIU,1,"Terrible.  Prints but, yellow does not always work.  Bad quality.  You get what you pay for. Terrible.  Prints but, yellow does not always work."
3921686,B016XTRBIU,1,"Did not work on my hp2540! Smeared ink, jammed the machine. Sent it back. One Star"
3921687,B016XTRBIU,1,Did not fit! So upset One Star
3921688,B016XTRBIU,5,I had trouble with the black and yellow ink right after I installed them but it turned out that I just had a clogged printhead. After I cleaned the printhead (not fun) the color and black ink cartridges worked great! Thanks! The ink cartridges may not be your problem (as I discovered)
3921689,B016XTRBIU,5,Best replacement cartridges I've ever purchased.  Will most definitely be ordering from this company again. Five Stars
3921690,B016XTRBIU,5,So far so good!  Printed materials look great! Affordable!
3921691,B016XTRBIU,5,They were very good and a lot cheaper Five Stars
3921692,B016XTRBIU,5,"I'm sure these would be great but when we ordered them, we were not aware that our HP was dying and would soon need to be replaced. We would like to return them if possible.  They have not been opened. We have original box and packaging. I'm sure these would be great but when we ordered them"
3921693,B016XTRBIU,5,Great price/ value Works in HP Officejet 6500
