,asin,overall,review
2631882,B00CRQL8OW,2,"They write super smooth and rich coloring. But one pen may not last a coloring page. It runs out VERY fast! To top it off, the pens are inconsistently filled, some all the way, some half way. My child went through all 48 in a week of daily coloring. Half filled, runs out of ink VERY quickly"
2631883,B00CRQL8OW,2,"There's a variety of fun colors, but most of the pens come with a half or less full of ink. Pens partially filled"
2631884,B00CRQL8OW,1,These were terrible. One Star
2631886,B00CRQL8OW,5,
2631887,B00CRQL8OW,2,Several of the pens do not release the ink without a struggle on my part to get the working.  Some of them scratch up the page I am coloring due to the glitter causing it to look like it got wet and disintegrated.  Several stop working in the middle of coloring and I have to stop and blow hard in the end to get the ink to start working again. Hard to keep working
2631888,B00CRQL8OW,4,Awesome Four Stars
2631889,B00CRQL8OW,5,My daughter loves her gel pens! They work great and have such beautiful vibrant colors Great product
2631890,B00CRQL8OW,5,Great gel pens:)))) Five Stars
2631892,B00CRQL8OW,4,Great for kids and marking for reading. Four Stars
2631893,B00CRQL8OW,5,Very nice pens! Five Stars
2631894,B00CRQL8OW,5,"Great set of pens, especially for the price. The pens write smoothly and don't skip, even when the ink gets pretty low. Great set of pens"
2631895,B00CRQL8OW,2,"The ink smears and leaves globs. The pens stop writing before the ink is gone and you have to scribble around to make them write, which they don't always do. I bought them for coloring and immediately realized they were not good enough for that. Then I used them to grade student papers and they are so inconsistent they really don't work for that, either. The colors are good but the quality of the pens is not. I bought them for coloring and immediately realized they were not good enough for that"
2631896,B00CRQL8OW,4,great deal for the price Four Stars
2631897,B00CRQL8OW,4,Great pens and a variety of colors. All that I don't like it times the caps don't want to stay on at times. I better making of the caps would be better but oh well I'll deal with it. :) Nice pens for all ages. Even adults
2631898,B00CRQL8OW,5,Great for price Five Stars
2631899,B00CRQL8OW,5,Awesome thank you .. Five Stars
2631900,B00CRQL8OW,2,These pens were okay. The ink ran out very quickly and a lot of pens leaked. Some don't write very well either. They're Okay
2631901,B00CRQL8OW,5,love these pens. Nice vibrant colors. members of my coloring group wanted to know where I got them. Five Stars
2631902,B00CRQL8OW,5,Got these as a gift. My sister still has them after a year and still uses them. Really good
2631903,B00CRQL8OW,5,"Came on time, packaged appropriately, and the pens are AWESOME, especially for the price!!! Great deal!"
2631904,B00CRQL8OW,4,"Nice set of pens! I use them to color and write in my planner at work. A few are hard to use because the ink does not flow as nicely or the roller ball tip is a little pointy and makes a groove in my paper. Nice set, good price"
2631905,B00CRQL8OW,5,"I bought these because the price was great (when I ordered one for myself, I paid $5 & change for it. I notice the price increase now, which is the current price. My mother liked them so much that I ordered her one as well, although the price had gone up about $2 (Its still a very reasonable price; these pens are beautiful & there are several diffent types, such as glitter ones, metallic, and I definitely love the swirl onesI didn't have those in my old set. This product is a great one and you cant beat the price! Would definitely purchase again! Awesome!"
2631906,B00CRQL8OW,5,"Omg!!  I'm sooo excited,  my pens arrived in 2 days and I was thrilled to say the least...  I am an avid letter writer and that's what I'm using these pens for *big smiles* ...  The price was amazing too!!  Next payday I will be ordering the 100 pen set by lolliz...  So thank you x100!!! I love these pens ... So amazing !!"
2631907,B00CRQL8OW,5,Bought 2 packages of these and have been using them like crazy! Yes I still love to color even as an adult. I am in love with these! Some of my pictures look so good I want to frame them. These pens are awesome for detailed photo coloring books!! Great purchase!!
2631908,B00CRQL8OW,1,"The pens don't write and the seller doesn't accept returns.  I know they were cheap and didn't expect that they would last very long, but if I can't even use them each once, it's pretty pointless.  Save your money and find something else. Pens don't write"
2631909,B00CRQL8OW,5,Best set of gel pens I've purchased in a awhile!! I will definitely order from LolliZ again. Best Gel Pens!
2631910,B00CRQL8OW,2,"I'm not impressed.  I paid about $15 for these at the time, so I'm not going to completely flame them - after all, you get what you pay for.  Here are my observations:

1) The only pens with decent, consistent ink flow are the Glitter and Metallic pens.  There are lots of these (12 glitter & 11 metallic) so it may be worth the price for these alone... except the metallic doesn't really have a lot of sheen.
2) There are several repeats of colors. I have 3 blacks (1 glitter and 2 identical ""standard"", 1 of which is trying to be passed off as ""metallic"" but it is not metallic) and 3 ""neon/milky"" orange that are virtually identical.  Also are 2 standard blue pens.
3)  The ""swirl"" colors are essentially a gimmick. They do not produce a swirl effect on your paper - they just look cool in the ink cartridge.  Also scratchy/inconsistent ink flow in these.

Overall, I would not recommend this set, and I won't be buying them again.  Even the decent pens in the set doesn't account for the waste of the rest.  Look elsewhere and you can find better.  If you do decide to buy these, don't spend more than $7 for them. Meh verging on Nope"
2631912,B00CRQL8OW,5,These gel pens work great!! They last a long time too! Five Stars
2631913,B00CRQL8OW,2,"ok, so an honest review here (I don't get how there are so many five stare reviews).  First, the pens' barrels are only (and just barely) 2/3s full of ink.  The caps fall off all the time.  Small annoyances but the problem is that a lot of them feel scratchy as in they scratch at the paper instead of flowing ink out smoothly.  Another review mentioned that several of the colors are not much different than the others in their family.  Like two of the greens and two of the reds are almost the exact same color and I found this to be true as well.  I think  there are better choices out there for the same price. scratchy...you can do better"
2631914,B00CRQL8OW,5,I gave this set to a friend who crafts - seriously crafts.  She says they are good and uses them. 'Crafty' friend says they are good
2631915,B00CRQL8OW,4,These pens are very nice. they don't bleed through and are very smooth. Caps fall off very easily though. I would absolutely recommend these gel pens These pens are very nice. they don't bleed through and are very smooth
2631916,B00CRQL8OW,5,Great variety of colors and the pens run pretty smooth. They do not bleed and are very vibrant. Five Stars
2631917,B00CRQL8OW,5,Bought these for a gif t for a 10 year old.  She loved them! Child loved them!
2631918,B00CRQL8OW,5,Smooth application of vibrant colors! Five Stars
2631919,B00CRQL8OW,5,Arrived on time and undamaged.  Tried a few of them so far and love them. Tried a few of them so far and love them.
2631920,B00CRQL8OW,5,I bought this for my wife. So many colors to choose from! Five Stars
2631921,B00CRQL8OW,4,"There great pens. Flow is great, no clogging or drying out. Bright colors love em"
2631923,B00CRQL8OW,5,Beautiful smooth writing pens that don't bleed through easily.  Got them in a Flash Sale!  VERY PLEASED with the price & quality. My favorite gel pens
2631926,B00CRQL8OW,5,Love them !  Great color selection and writes remarkably well! Love them! Great color selection and writes remarkably well
2631927,B00CRQL8OW,4,Great value! Four Stars
2631928,B00CRQL8OW,5,amazing Five Stars
2631929,B00CRQL8OW,5,I read all the reviews on this product and there was a mixture of happy and not. I took the gamble and ordered.  I am very pleased with the product. Great color selection and the pens glide almost effortlessly. Great value and product! Great Product and Value
2631930,B00CRQL8OW,2,"They were okay, but many of them were hard to color with because they weren't smooth.
I had to discard probably 15 of them, maybe more.  Won't buy them again They were okay, but many of them were hard ..."
2631931,B00CRQL8OW,5,Very useful Five Stars
2631932,B00CRQL8OW,4,"i buy gel pens, particularly glitter and metallic, for my bujo so i don't want to pay a lot of money... it's not art; it's just a fun way to stay on track. having said that, these are fine. no problems, but they're not as good as high dollar pens because, well, they're not high dollar. the only thing i've found annoying is that the caps aren't snug enough. they seal, but some come off when jostled. so if get-the-job-done-at-a-low-cost is what you want, these will work. next order, i'll try another, but i might get these again, after seeing how trying another budget set goes... i've had (still have!) worse. okay for my bullet journal"
2631933,B00CRQL8OW,5,nice item Five Stars
2631934,B00CRQL8OW,2,The points of these pens were made in a way that they don't color very smoothly. Two Stars
2631935,B00CRQL8OW,5,Grandson wants me to give to him Perfect
2631937,B00CRQL8OW,5,I  absolutely loved them I absolutely loved
2631938,B00CRQL8OW,5,Love all the options Five Stars
2631939,B00CRQL8OW,4,great purchased 2 sets Four Stars
2631940,B00CRQL8OW,5,Beautiful assortment of colors and fast drying. fast drying and colorful
2631941,B00CRQL8OW,5,"Good gel pens, depending on what you do with them they last quite a while. I use them for color by numbers books and they do tend to run out fairly quickly for that, mainly because those color by numbers books have a lot of detail to them and the one I have is fairly large. I am satisfied with this product and will be purchasing more. Good gel pens"
2631942,B00CRQL8OW,5,Fun! Our teens love to use them to color. Five Stars
2631943,B00CRQL8OW,5,"Great colors and variety of ""finish.' Adds that little extra to my ""artwork."" Five Stars"
2631944,B00CRQL8OW,5,Exactly as described and has a good deal of ink in every pen. They write very smoothly and there's not more than one of each color. I like them a lot. Perfect
2631946,B00CRQL8OW,2,"Do not last very long.  Colors are nice and bright/deep but after coloring only three pictures, most are nearly empty.  These were only standard 8.5 x 10 pictures.  Makes them quite expensive. Don't last very long... would not recommend for price reasons."
2631947,B00CRQL8OW,5,Perfect Thank you
2631948,B00CRQL8OW,5,"Quality product. There are a lot of muted tones, which I didn't particularly care for but that's just my preference. They came fast and in perfect condition. Quality product"
2631950,B00CRQL8OW,2,these pens wasn't what I thought. They didn't print or place the ink as well when writing. So I feel I won't use them again. Pens
2631951,B00CRQL8OW,5,"These pens are so bright, and dry right away! I absolutely LOVE them so much that I bought a set for my granddaughter as well. So many different selections to choose from. My mother enjoyed my pens so much while I was visiting her that she too bought a set. Enjoy! FABULOUS PENS"
2631952,B00CRQL8OW,1,Awful writing and coloring quality. Good for one or two words. The pens stop and skip in ink flow. Don't waste your money!
2631954,B00CRQL8OW,5,"Only down side is that they don't last long.  But the ink is fantastic, beautiful and consistent minus the color changing ones - because that is what they are designed to do. I love them!  Great value for great pens! Excellent!"
2631956,B00CRQL8OW,5,"Love these pens for my adult coloring book.  Bright colors, some with a glittery look.  Very nice. Love'em"
2631957,B00CRQL8OW,5,Gave as a gift to go with The Psalms in Colour book. Seems to work great. Nice
2631958,B00CRQL8OW,4,"These pens are some of the best I've used as far as vibrancy and control of flow. They came fast and were shipped in excellent condition with no exploded pen barrels and ink all over the place. The reason this is only 4 stars instead of 5 is because the caps are HORRIBLE. They do not stay firmly on the tip, and I am often finding myself fishing for a loose cap or two. I wish the tops had a more firm grip so I wouldn't be afraid of them falling off and drying out my ink, though for the price and the fact I can always revive the ink. I shouldn't have to fish around for the caps is my point. Great, but beware the caps!"
2631959,B00CRQL8OW,4,"This is a review of the ""LolliZ Gel Pens 48 Pen Tray Set""  I have been coloring for a few years.  I am always trying different pens, pencils and markers.  Trying to find my favorites.  I have found that most gel pens are pretty much the same.  Some roll well, some don't.  The inks all seem the same.

This set provides a lot of pens/colors for very little money.  While I found the pens to be nothing special, I appreciate the amount of colors provided.  This set will get you well started for coloring.  I have these pens in my huge collection.  They are back up pens.  If someone is just starting to color, this is a good set.  Lots of variety and they are pretty much like other gel pens.  Even more expensive sets. Lots of Pens for Not So Lots of Money"
2631960,B00CRQL8OW,5,These are awesome!! I didn't even realise that it came with 12 glitter pens and I was very happy when I got it! When you use them it's like your painting with small paint brushes! The only problem is that a couple of the pens didn't work very well but if I shook them or hit them a couple times then they would work again! These are awesome!! I didn't even realise that it came ...
2631961,B00CRQL8OW,4,I never tried these pens before but I got them because of the thousands of reviews. I bought them for highlighting my notes. I wished I had seen beforehand the other LolliZ - 70 pieces for $9.99 though but I don't want to go through the hassle of returning this item. Great pens but you could save more with the 70 piece gel pen set.
2631962,B00CRQL8OW,5,I get these as birthday presents for all my daughters friends. She is 10 & it's always a hit! Five Stars
2631963,B00CRQL8OW,5,These pens work really well.  Better than many other that I have tried. Good quality
2631964,B00CRQL8OW,5,My sister loves her gel pens. Good quality pens. Good quality pens
2631965,B00CRQL8OW,5,I love all the colors! Five Stars
2631966,B00CRQL8OW,4,"Some of the pens fell apart/leaked after use, but the colors are great. but the colors are great."
2631967,B00CRQL8OW,5,Great Value! Five Stars
2631968,B00CRQL8OW,5,These are very smooth and great for adult coloring books. Great product
2631969,B00CRQL8OW,5,Good set for kids Nice buy
2631970,B00CRQL8OW,5,"These are good pens at a good price.  My daughter and I use them for adult coloring books, but I also stockpile a couple of boxes for her to give out as birthday presents. These are good pens at a good price"
2631971,B00CRQL8OW,4,"For $10 you're not getting artist quality but the ink flow is nice, the colors are lovely and you get a bunch of pens.  I use them in a black paper coloring book and the designs really pop.  I particularly like the pastel, neon and the metallic ones Good Ink Flow, a lot of Bang for your Buck"
2631973,B00CRQL8OW,5,love these - great for coloring Five Stars
2631974,B00CRQL8OW,5,Sweet Pens!!! Five Stars
2631975,B00CRQL8OW,5,"Love the LolliZ Gel Pens.  When you order from them, they will periodically send out specials or coupons that you can use to get a GREAT price on another set.  I always keep an extra set on hand!  The colors on this set are vivid and sharp and I love to color with them! Love these"
2631976,B00CRQL8OW,5,Great adult coloring book pens.  I have purchased several sets of these and you can't beat the quality for this price point.  Will purchase again. Great adult coloring book pens
2631977,B00CRQL8OW,5,great colors Five Stars
2631978,B00CRQL8OW,4,Wife loves these. Four Stars
2631979,B00CRQL8OW,4,I haven't used them yet. They look like another pack of pens I bought from here. Probably the same manufacturer. One thing I noticed right away is the blue glitter is low. I know you get what you pay for but if I'm going to buy a pen I would expect it to be filled. Most are uneven which is fine but this one was a bit excessive. Which is why I gave it a four. I don't forsee these being any better than the last pack of a different name and look forward to using them. I use these primarily for writing at work and sharing around the office. Great but...
2631980,B00CRQL8OW,4,"Decent quality for the price, was hoping the neonatal would work better on black paper but they don't show up very much. was hoping the neonatal would work better on black paper but they don't show up very ..."
2631982,B00CRQL8OW,5,Fun and pretty colors. Bright
2631984,B00CRQL8OW,4,ink goes fast Four Stars
2631986,B00CRQL8OW,5,Great product for price! HaPPy customer
2631987,B00CRQL8OW,4,"The pens I've used are serving their purpose well, which is to highlight flowers and greenery on greeting cards.  I would recommend this set. I would recommend this set"
2631988,B00CRQL8OW,4,Not what I expected but still good Not what I expected but still good
2631989,B00CRQL8OW,5,SIS LOVES TOO USE THESE PENS Five Stars
2631990,B00CRQL8OW,5,WIFE LIKES Five Stars
2631991,B00CRQL8OW,5,I bought these gel pens for my learning disabled child to color with. I tried them out before I gave them to her and thought about ordering a set for myself. The color flows super easy and there is no drag on the paper. I will order these again! The color flows super easy and there is no drag on the paper
2631992,B00CRQL8OW,4,Some of the pens were not filled completely and some were scratchy. Fast delivery. Four Stars
2631993,B00CRQL8OW,5,I love the variety of colors and the way they look. So glad I bought these! So wonderful!
2631994,B00CRQL8OW,5,Christmas Gift for grandchildren and they loved them.... Christmas Gift!
2631995,B00CRQL8OW,5,Work really well Five Stars
2631996,B00CRQL8OW,4,"I love these pens for coloring, except for the pastel colors. The liquid in those can get goopy. The metallic, glitter, and neon are so pretty and smooth. Great for coloring!"
2631997,B00CRQL8OW,5,A bunch of fun at a low price. I love mine and recommend them to others. Thanks! Five Stars
2631998,B00CRQL8OW,1,"The metallic ones color very nice, but there were quite a few of the lighter/neon colored ones that were already dried out, and a couple that dried out after only a few minutes of coloring. A few didn't work."
2631999,B00CRQL8OW,5,"My daughter and I purchased these for ourselves and we both love them! Great colors, minimal skipping, definitely exceeded my expectations!! ... and I purchased these for ourselves and we both love them! Great colors"
2632000,B00CRQL8OW,4,"Some of the pens appear to be the exact same color, or the difference is too small to tell. But, they all worked and none of them have run out on me. Some of the pens appear to be the exact same ..."
2632001,B00CRQL8OW,2,they explode after 2 minutes but the ones that don't are okay Two Stars
2632003,B00CRQL8OW,5,Love the ink flow of these pens! Beautiful range of colors. Excellent price. Beautiful Colors & Great Ink Flow
2632004,B00CRQL8OW,5,as expected Five Stars
2632005,B00CRQL8OW,5,we love these pens. Five Stars
2632006,B00CRQL8OW,4,I've bought these pens several times and they are consistently good. Good pens!
2632007,B00CRQL8OW,5,Very nice. Five Stars
2632008,B00CRQL8OW,4,Work well. Four Stars
2632009,B00CRQL8OW,1,"If you get these pens be careful!! They leak, are messy, and the ink output is not consistent. These were not a good use of money and I would spend a little more money and buy a better product. These were not a good use of money and I would spend a little ..."
2632010,B00CRQL8OW,5,Bought 3 sets of these along with adult coloring books for teen granddaughters ( ages 16 & 17) for Christmas.  Completely went through one set of pens. Each pen worked fine and they were really nice and colorful.  Made for a reasonably priced gift and they seemed to enjoy the gift. Nice pens
2632011,B00CRQL8OW,5,Love the variety in colors Five Stars
2632012,B00CRQL8OW,5,Great buy! Five Stars
2632014,B00CRQL8OW,5,"Great set of gel pens, every color, was a huge hit for my 8 year old! Great gift!"
2632016,B00CRQL8OW,4,"Pretty good value in the fact that you receive a lot of colors, but they run out really fast. I used up a whole pen in less than 10 minutes. Run out of ink fast."
2632017,B00CRQL8OW,5,got these for a valentine gift Five Stars
2632018,B00CRQL8OW,5,Daughter loved them. Five Stars
2632019,B00CRQL8OW,5,"Still some of the best gel pens I've used & I've tried many brands!  Ink lasts,  smooth ink flow,  decent variety of color...
 If anything I'd like more colors! Better option than many others....quality / consistency"
2632020,B00CRQL8OW,2,run out of ink too quickly. after a few pages of coloring they go into the trash bin. Two Stars
2632022,B00CRQL8OW,4,Received a great Bought this at a great sale. No complaints. Would buy gain Four Stars
2632023,B00CRQL8OW,5,Fantastic fine pens!!! Five Stars
2632024,B00CRQL8OW,5,I love them. The cokors are awesome. Nice brught and saturated. Will purchase again Five Stars
2632025,B00CRQL8OW,5,Beautiful & useful colorsreal gel pens:D Luv it<3<3
2632026,B00CRQL8OW,2,Only half the pens worked. Don't buy
2632027,B00CRQL8OW,5,Given as a gift to a friends grandchildren they loved these Five Stars
2632028,B00CRQL8OW,5,Perfect and inexpensive set of gel pens for the occasional adult coloring books. Great set of pens
2632029,B00CRQL8OW,5,Best Gel pens ever. These Gel pens write so smooth.
2632030,B00CRQL8OW,5,Great pens. Love the way they write but they will run out of ink VERY quickly!! Five Stars
2632031,B00CRQL8OW,5,It works fine and no surprise's Descent
2632032,B00CRQL8OW,5,the pens work great. I love all the colors. Five Stars
2632034,B00CRQL8OW,5,Great deal.  Kids love these! Amazing deal.
2632035,B00CRQL8OW,5,These pens are amazing!! And they last so long! Love them!!! Five Stars
2632036,B00CRQL8OW,5,"Very Nice Quality Pens - good assortment for the price.  My Dad has taken up coloring - to pass the time in the Nursing Home.  He likes that they are in a nice sturdy case that doesn't tip over, and are easy to get in and out.  Good colors too - on thick paper. Great value"
2632037,B00CRQL8OW,5,These are nice pens and at reasonable price too Five Stars
2632038,B00CRQL8OW,5,good school gift Five Stars
2632039,B00CRQL8OW,5,Loved it! Five Stars
2632040,B00CRQL8OW,5,Colors are bright. Colors I haven't seen yet and if I could buy refills(so I could have those exact colors over again) would be awesome!!!! LOVE THESE PENS
2632041,B00CRQL8OW,5,"Many different pens included like glitter, swirl and changing color. Daughter loves them Five Stars"
2632042,B00CRQL8OW,4,You kinda have to break them in first but they are worth the buy Worth it
2632043,B00CRQL8OW,5,"The colors are vivid, and they don't really skip. I would buy from this brand again. Five Stars"
2632046,B00CRQL8OW,4,"This set of 48 gel pens came well packaged and all colors were accounted for. There were a couple that skipped a bit, but at least 75% worked without issue. There is a nice mix of colors. Nice value set"
2632048,B00CRQL8OW,2,Some of the colors act as if they are drying up or already dried up (They don't flow and color as smoothly as the other colors). If it wasn't for that I would definitely give it 5 stars. Some colors don't work right.
2632049,B00CRQL8OW,5,So far so good Lots of colors
2632050,B00CRQL8OW,5,"LOVE THEM !!  What a deal for the buck!  Already enjoying the glittery pens to make decorative invitations for kids parties, etc...  This is a definitely must have!! Bright - Glittery Colors !"
2632051,B00CRQL8OW,4,My sister said these were the best coloring pens she has ever used! Four Stars
2632052,B00CRQL8OW,5,"Not the best gel pens ever, but good enough, at least for my two girls who were quite happy to get these for Christmas. They don't write as smoothly as some, but they're pretty good. Given the number and variety for the price, I'd say it's a great buy--hence the five stars for what may really be more of a 3-4 star product. Just fine--especially for the price"
2632053,B00CRQL8OW,5,"Love this set! Great pens, brilliant colors, so many to choose from. Love it. Really good gel pens, great variety"
2632054,B00CRQL8OW,4,These write smoothly and the colors are brilliant.  The only complaint I have is that they don't seem to have as much ink as I'd thought.  A couple of colors have run out after just a few drawings. These write smoothly and the colors are brilliant. The only complaint I have is that they ...
2632055,B00CRQL8OW,5,They draw smoothly and the colors are numerous Five Stars
2632056,B00CRQL8OW,5,Not enough bright colors. Five Stars
